task_id,kind,key,category,part
security:000847202,security,000847202,security_unfamiliar,development
security:000847202,security,000847202,security_unresolved_or_ambiguous,development
security:000899104,security,000899104,security_mixed_activity,holdout
security:000899104,security,000899104,security_persistent_activity,holdout
security:00091E109,security,00091E109,security_mixed_activity,development
security:00091E109,security,00091E109,security_persistent_activity,development
security:00091G104,security,00091G104,security_mixed_activity,holdout
security:00091G104,security,00091G104,security_persistent_activity,holdout
security:00152K101,security,00152K101,security_share_class,holdout
security:00152K101,security,00152K101,security_stale,holdout
security:00152K101,security,00152K101,security_unresolved_or_ambiguous,holdout
security:00152K200,security,00152K200,security_mixed_activity,development
security:00152K200,security,00152K200,security_persistent_activity,development
security:00152K200,security,00152K200,security_share_class,development
security:00162Q106,security,00162Q106,security_low_breadth,holdout
security:00162Q106,security,00162Q106,security_persistent_activity,holdout
security:00162Q106,security,00162Q106,security_share_class,holdout
security:00162Q106,security,00162Q106,security_unresolved_or_ambiguous,holdout
security:00162Q338,security,00162Q338,security_low_breadth,development
security:00162Q338,security,00162Q338,security_share_class,development
security:00162Q338,security,00162Q338,security_unresolved_or_ambiguous,development
security:00162Q379,security,00162Q379,security_low_breadth,development
security:00162Q379,security,00162Q379,security_persistent_activity,development
security:00162Q379,security,00162Q379,security_share_class,development
security:00162Q379,security,00162Q379,security_unresolved_or_ambiguous,development
security:00162Q387,security,00162Q387,security_low_breadth,holdout
security:00162Q387,security,00162Q387,security_persistent_activity,holdout
security:00162Q387,security,00162Q387,security_share_class,holdout
security:00162Q387,security,00162Q387,security_unresolved_or_ambiguous,holdout
security:00162Q395,security,00162Q395,security_low_breadth,holdout
security:00162Q395,security,00162Q395,security_persistent_activity,holdout
security:00162Q395,security,00162Q395,security_share_class,holdout
security:00162Q395,security,00162Q395,security_unresolved_or_ambiguous,holdout
security:00162Q411,security,00162Q411,security_persistent_activity,development
security:00162Q411,security,00162Q411,security_share_class,development
security:00162Q411,security,00162Q411,security_stale,development
security:00162Q411,security,00162Q411,security_unresolved_or_ambiguous,development
security:00162Q478,security,00162Q478,security_low_breadth,development
security:00162Q478,security,00162Q478,security_persistent_activity,development
security:00162Q478,security,00162Q478,security_share_class,development
security:00162Q478,security,00162Q478,security_unresolved_or_ambiguous,development
security:00162Q528,security,00162Q528,security_low_breadth,holdout
security:00162Q528,security,00162Q528,security_persistent_activity,holdout
security:00162Q528,security,00162Q528,security_share_class,holdout
security:00162Q528,security,00162Q528,security_unresolved_or_ambiguous,holdout
security:00162Q718,security,00162Q718,security_low_breadth,holdout
security:00162Q718,security,00162Q718,security_mixed_activity,holdout
security:00162Q718,security,00162Q718,security_persistent_activity,holdout
security:00162Q718,security,00162Q718,security_share_class,holdout
security:00162Q718,security,00162Q718,security_unresolved_or_ambiguous,holdout
security:001744101,security,001744101,security_mixed_activity,holdout
security:001744101,security,001744101,security_persistent_activity,holdout
security:00175J107,security,00175J107,security_persistent_activity,holdout
security:00180G304,security,00180G304,security_adr,holdout
security:00180G304,security,00180G304,security_low_breadth,holdout
security:00180G304,security,00180G304,security_persistent_activity,holdout
security:00211V106,security,00211V106,security_adr,development
security:00211V106,security,00211V106,security_low_breadth,development
security:00211V106,security,00211V106,security_persistent_activity,development
security:002121101,security,002121101,security_mixed_activity,holdout
security:002121101,security,002121101,security_persistent_activity,holdout
security:002121101,security,002121101,security_share_class,holdout
security:00214Q203,security,00214Q203,security_low_breadth,development
security:00214Q203,security,00214Q203,security_persistent_activity,development
security:00214Q203,security,00214Q203,security_share_class,development
security:00214Q203,security,00214Q203,security_unresolved_or_ambiguous,development
security:00214Q302,security,00214Q302,security_mixed_activity,development
security:00214Q302,security,00214Q302,security_persistent_activity,development
security:00214Q302,security,00214Q302,security_share_class,development
security:00214Q302,security,00214Q302,security_unresolved_or_ambiguous,development
security:00215W100,security,00215W100,security_adr,holdout
security:00215W100,security,00215W100,security_mixed_activity,holdout
security:00215W100,security,00215W100,security_persistent_activity,holdout
security:00217D100,security,00217D100,security_mixed_activity,development
security:00217D100,security,00217D100,security_persistent_activity,development
security:00217Y104,security,00217Y104,security_low_breadth,development
security:00217Y104,security,00217Y104,security_persistent_activity,development
security:002474104,security,002474104,security_mixed_activity,development
security:002474104,security,002474104,security_persistent_activity,development
security:002824100,security,002824100,security_mixed_activity,development
security:002824100,security,002824100,security_persistent_activity,development
security:00287Y109,security,00287Y109,security_mixed_activity,holdout
security:00287Y109,security,00287Y109,security_persistent_activity,holdout
security:003011103,security,003011103,security_persistent_activity,development
security:003011103,security,003011103,security_stale,development
security:003022266,security,003022266,security_low_breadth,development
security:003022266,security,003022266,security_persistent_activity,development
security:003022266,security,003022266,security_share_class,development
security:003022266,security,003022266,security_unfamiliar,development
security:003022266,security,003022266,security_unresolved_or_ambiguous,development
security:00306J109,security,00306J109,security_stale,development
security:00306J109,security,00306J109,security_unfamiliar,development
security:003881307,security,003881307,security_persistent_activity,holdout
security:00400R700,security,00400R700,security_persistent_activity,development
security:00400R700,security,00400R700,security_share_class,development
security:00400R700,security,00400R700,security_stale,development
security:00400R700,security,00400R700,security_unresolved_or_ambiguous,development
security:00400R858,security,00400R858,security_persistent_activity,development
security:00400R858,security,00400R858,security_share_class,development
security:00400R858,security,00400R858,security_stale,development
security:00400R858,security,00400R858,security_unresolved_or_ambiguous,development
security:004239109,security,004239109,security_persistent_activity,development
security:00430H201,security,00430H201,security_persistent_activity,development
security:00430H201,security,00430H201,security_stale,development
security:00430H201,security,00430H201,security_unresolved_or_ambiguous,development
security:004397105,security,004397105,security_mixed_activity,holdout
security:004397105,security,004397105,security_persistent_activity,holdout
security:00439U104,security,00439U104,security_mixed_activity,holdout
security:00439U104,security,00439U104,security_persistent_activity,holdout
security:00444X119,security,00444X119,security_persistent_activity,development
security:00444X119,security,00444X119,security_stale,development
security:00444X119,security,00444X119,security_unresolved_or_ambiguous,development
security:004816104,security,004816104,security_persistent_activity,development
security:004890109,security,004890109,security_persistent_activity,development
security:00508Y102,security,00508Y102,security_mixed_activity,holdout
security:00508Y102,security,00508Y102,security_persistent_activity,holdout
security:00509W105,security,00509W105,security_stale,holdout
security:00509W105,security,00509W105,security_unfamiliar,holdout
security:00509W105,security,00509W105,security_unresolved_or_ambiguous,holdout
security:00510M104,security,00510M104,security_persistent_activity,development
security:00510M104,security,00510M104,security_share_class,development
security:00510M104,security,00510M104,security_stale,development
security:00510M104,security,00510M104,security_unresolved_or_ambiguous,development
security:00510M203,security,00510M203,security_low_breadth,holdout
security:00510M203,security,00510M203,security_share_class,holdout
security:00534A102,security,00534A102,security_mixed_activity,development
security:00547W208,security,00547W208,security_stale,holdout
security:00547W208,security,00547W208,security_unfamiliar,holdout
security:00547W208,security,00547W208,security_unresolved_or_ambiguous,holdout
security:00548F105,security,00548F105,security_low_breadth,development
security:00548F105,security,00548F105,security_mixed_activity,development
security:00548F105,security,00548F105,security_unresolved_or_ambiguous,development
security:00654J206,security,00654J206,security_adr,holdout
security:00654J206,security,00654J206,security_stale,holdout
security:00654J206,security,00654J206,security_unfamiliar,holdout
security:006739106,security,006739106,security_mixed_activity,development
security:00704R109,security,00704R109,security_adr,development
security:00704R109,security,00704R109,security_low_breadth,development
security:00739D117,security,00739D117,security_share_class,holdout
security:00739D117,security,00739D117,security_stale,holdout
security:00739D117,security,00739D117,security_unfamiliar,holdout
security:00739D117,security,00739D117,security_unresolved_or_ambiguous,holdout
security:00751Y106,security,00751Y106,security_mixed_activity,development
security:00752P104,security,00752P104,security_stale,development
security:00760J108,security,00760J108,security_mixed_activity,development
security:00768Y495,security,00768Y495,security_low_breadth,development
security:00768Y495,security,00768Y495,security_share_class,development
security:00770X196,security,00770X196,security_low_breadth,development
security:00770X196,security,00770X196,security_share_class,development
security:00770X196,security,00770X196,security_unfamiliar,development
security:00770X196,security,00770X196,security_unresolved_or_ambiguous,development
security:00775Y363,security,00775Y363,security_share_class,development
security:00775Y363,security,00775Y363,security_stale,development
security:00775Y363,security,00775Y363,security_unfamiliar,development
security:00775Y652,security,00775Y652,security_share_class,development
security:00775Y652,security,00775Y652,security_stale,development
security:00775Y652,security,00775Y652,security_unresolved_or_ambiguous,development
security:00775Y728,security,00775Y728,security_low_breadth,development
security:00775Y728,security,00775Y728,security_share_class,development
security:00775Y728,security,00775Y728,security_unfamiliar,development
security:00775Y728,security,00775Y728,security_unresolved_or_ambiguous,development
security:00791R830,security,00791R830,security_low_breadth,holdout
security:00791R830,security,00791R830,security_share_class,holdout
security:00791R830,security,00791R830,security_unresolved_or_ambiguous,holdout
security:008064107,security,008064107,security_stale,development
security:008064107,security,008064107,security_unresolved_or_ambiguous,development
security:008064206,security,008064206,security_mixed_activity,development
security:00808Y604,security,00808Y604,security_low_breadth,development
security:00808Y604,security,00808Y604,security_share_class,development
security:00808Y604,security,00808Y604,security_unresolved_or_ambiguous,development
security:00809R202,security,00809R202,security_low_breadth,development
security:00810J108,security,00810J108,security_share_class,holdout
security:00810J108,security,00810J108,security_stale,holdout
security:00810J108,security,00810J108,security_unresolved_or_ambiguous,holdout
security:008183113,security,008183113,security_share_class,holdout
security:008183113,security,008183113,security_stale,holdout
security:008183113,security,008183113,security_unresolved_or_ambiguous,holdout
security:00827B106,security,00827B106,security_mixed_activity,development
security:00827B106,security,00827B106,security_share_class,development
security:00827BAB2,security,00827BAB2,security_share_class,development
security:00827BAB2,security,00827BAB2,security_stale,development
security:00827BAB2,security,00827BAB2,security_unresolved_or_ambiguous,development
security:00847G705,security,00847G705,security_share_class,development
security:00847G705,security,00847G705,security_stale,development
security:00847G705,security,00847G705,security_unresolved_or_ambiguous,development
security:00848H108,security,00848H108,security_stale,development
security:00848H108,security,00848H108,security_unfamiliar,development
security:00848H108,security,00848H108,security_unresolved_or_ambiguous,development
security:00848K101,security,00848K101,security_share_class,development
security:00848K101,security,00848K101,security_stale,development
security:00848K101,security,00848K101,security_unfamiliar,development
security:00857U107,security,00857U107,security_share_class,development
security:00857U107,security,00857U107,security_stale,development
security:00857U206,security,00857U206,security_mixed_activity,development
security:00857U206,security,00857U206,security_share_class,development
security:00888H109,security,00888H109,security_share_class,development
security:00888H109,security,00888H109,security_stale,development
security:00888H109,security,00888H109,security_unresolved_or_ambiguous,development
security:00888H208,security,00888H208,security_stale,holdout
security:00888H208,security,00888H208,security_unresolved_or_ambiguous,holdout
security:00888H422,security,00888H422,security_low_breadth,holdout
security:00888H422,security,00888H422,security_unfamiliar,holdout
security:00888H422,security,00888H422,security_unresolved_or_ambiguous,holdout
security:00888H547,security,00888H547,security_stale,development
security:00888H547,security,00888H547,security_unresolved_or_ambiguous,development
security:00888H554,security,00888H554,security_stale,holdout
security:00888H554,security,00888H554,security_unfamiliar,holdout
security:00888H562,security,00888H562,security_low_breadth,development
security:00888H646,security,00888H646,security_low_breadth,development
security:00888H661,security,00888H661,security_stale,holdout
security:00888H729,security,00888H729,security_low_breadth,development
security:00888H729,security,00888H729,security_unfamiliar,development
security:00888H737,security,00888H737,security_stale,holdout
security:00888H752,security,00888H752,security_stale,holdout
security:00888H844,security,00888H844,security_low_breadth,development
security:00888H869,security,00888H869,security_low_breadth,development
security:00901B105,security,00901B105,security_stale,development
security:00902F113,security,00902F113,security_stale,development
security:00902F204,security,00902F204,security_stale,development
security:00902F204,security,00902F204,security_unfamiliar,development
security:00902F402,security,00902F402,security_low_breadth,development
security:00912N403,security,00912N403,security_low_breadth,development
security:009158106,security,009158106,security_mixed_activity,holdout
security:00971M205,security,00971M205,security_stale,holdout
security:00971TAQ4,security,00971TAQ4,security_low_breadth,development
security:00971TAQ4,security,00971TAQ4,security_unfamiliar,development
security:00973Y108,security,00973Y108,security_stale,holdout
security:00974B107,security,00974B107,security_stale,development
security:010911105,security,010911105,security_unfamiliar,development
security:012348108,security,012348108,security_mixed_activity,development
security:013872106,security,013872106,security_mixed_activity,development
security:01444V103,security,01444V103,security_low_breadth,development
security:015564206,security,015564206,security_low_breadth,development
security:016255101,security,016255101,security_mixed_activity,holdout
security:01625VAB0,security,01625VAB0,security_low_breadth,development
security:01626L105,security,01626L105,security_stale,holdout
security:01626W101,security,01626W101,security_mixed_activity,development
security:01644J108,security,01644J108,security_mixed_activity,development
security:01675A109,security,01675A109,security_stale,development
security:01675A208,security,01675A208,security_low_breadth,development
security:01741R102,security,01741R102,security_mixed_activity,development
security:01748X102,security,01748X102,security_mixed_activity,development
security:01877R108,security,01877R108,security_low_breadth,development
security:01877R108,security,01877R108,security_mixed_activity,development
security:018802108,security,018802108,security_mixed_activity,development
security:018802AE8,security,018802AE8,security_low_breadth,holdout
security:018802AE8,security,018802AE8,security_unfamiliar,holdout
security:019170208,security,019170208,security_unfamiliar,development
security:019770106,security,019770106,security_mixed_activity,development
security:01989A704,security,01989A704,security_unfamiliar,development
security:02005N100,security,02005N100,security_mixed_activity,development
security:020398707,security,020398707,security_mixed_activity,holdout
security:02072L334,security,02072L334,security_unfamiliar,development
security:02072L607,security,02072L607,security_mixed_activity,development
security:02072L631,security,02072L631,security_unfamiliar,development
security:02072L771,security,02072L771,security_unfamiliar,holdout
security:02072Q184,security,02072Q184,security_unfamiliar,development
security:02072Q275,security,02072Q275,security_unfamiliar,development
security:02072Q663,security,02072Q663,security_unfamiliar,holdout
security:02072Q754,security,02072Q754,security_unfamiliar,development
security:02072Q804,security,02072Q804,security_unfamiliar,holdout
security:020764106,security,020764106,security_mixed_activity,development
security:02079K107,security,02079K107,security_high_breadth,development
security:02079K107,security,02079K107,security_mixed_activity,development
security:02079K305,security,02079K305,security_high_breadth,development
security:02156U101,security,02156U101,security_unfamiliar,development
security:02262M308,security,02262M308,security_unfamiliar,development
security:023111404,security,023111404,security_adr,development
security:02369M110,security,02369M110,security_unfamiliar,holdout
security:025072117,security,025072117,security_unfamiliar,development
security:025072125,security,025072125,security_unfamiliar,development
security:032108532,security,032108532,security_unfamiliar,development
security:032108847,security,032108847,security_unfamiliar,holdout
security:032108854,security,032108854,security_unfamiliar,development
security:03463K729,security,03463K729,security_unfamiliar,development
security:03465T108,security,03465T108,security_unfamiliar,development
security:03524A108,security,03524A108,security_adr,development
security:046353108,security,046353108,security_adr,development
security:05501U106,security,05501U106,security_adr,development
security:055474209,security,055474209,security_adr,development
security:055622104,security,055622104,security_adr,development
security:056752108,security,056752108,security_adr,holdout
security:058934100,security,058934100,security_adr,holdout
security:05946K101,security,05946K101,security_adr,development
security:08653C601,security,08653C601,security_adr,development
security:090337106,security,090337106,security_adr,development
security:09073Q204,security,09073Q204,security_adr,holdout
security:09075V102,security,09075V102,security_adr,development
security:09950L401,security,09950L401,security_adr,development
security:109199208,security,109199208,security_adr,development
security:12738K109,security,12738K109,security_adr,development
security:13124Q106,security,13124Q106,security_adr,development
security:14040H105,security,14040H105,security_high_breadth,development
security:14365C103,security,14365C103,security_adr,development
security:15117K103,security,15117K103,security_adr,holdout
security:15126Q208,security,15126Q208,security_adr,development
security:152309100,security,152309100,security_adr,holdout
security:15236F100,security,15236F100,security_adr,development
security:155038201,security,155038201,security_adr,holdout
security:163075203,security,163075203,security_adr,holdout
security:16385C104,security,16385C104,security_adr,development
security:16965P202,security,16965P202,security_adr,development
security:17133Q502,security,17133Q502,security_adr,holdout
security:18979T105,security,18979T105,security_adr,development
security:20441B605,security,20441B605,security_adr,development
security:204429104,security,204429104,security_adr,development
security:20451W101,security,20451W101,security_adr,development
security:206277105,security,206277105,security_adr,development
security:23306J309,security,23306J309,security_adr,holdout
security:23344D108,security,23344D108,security_adr,development
security:23703Q203,security,23703Q203,security_adr,holdout
security:458140100,security,458140100,security_high_breadth,holdout
security:67066G104,security,67066G104,security_high_breadth,holdout
security:747525103,security,747525103,security_high_breadth,development
security:92826C839,security,92826C839,security_high_breadth,development
security:G6683N103,security,G6683N103,security_high_breadth,development
security:N07059210,security,N07059210,security_high_breadth,holdout
